annual_revenue,net_profit,revenue_growth_yoy,profit_margin,documents_count,company_age,funding_rounds,risk_score
3303036,3248835,0.170882983,-0.090471863,4,4,1,57.77415603
880428,1721227,0.340710941,0.127891425,6,12,0,60.05619534
1126793,1223100,0.084700468,0.02296708,5,11,0,73.00186052
2409127,1053099,0.355349079,0.092330532,9,3,5,47.63675533
1777090,1090695,0.23853924,-0.007487424,8,12,4,43.38909522
2711543,-2391508,0.179613689,0.061433372,2,14,2,48.91263414
3459552,81674,0.217615164,0.082360334,7,5,5,48.74000831
5552133,1767736,0.207128228,0.098801551,7,6,3,10.90275519
3046491,426654,0.366433948,0.001962447,1,3,5,73.99972098
5317435,-1607784,0.090798505,0.163783766,1,2,3,5.243098325
3486728,421393,0.128497691,0.038217365,4,7,3,60.67772313
453401,3056158,0.344356347,-0.037212862,5,11,1,41.01496561
1277818,2370337,0.148535808,0.072368361,4,5,1,20.38905054
2830354,406993,0.328063969,0.082406272,7,9,3,49.56473974
975109,1927173,0.423932318,0.09124126,3,3,4,37.87350511
5956113,-49760,0.171784597,0.175349268,7,14,1,27.71431607
15108239,-2055807,0.301763479,0.063448581,8,8,1,15.13340205
11059074,-886698,0.081556926,0.071626626,6,6,0,13.62087168
2640706,2844333,0.310567996,0.002777093,6,4,5,29.00359661
14515478,89010,0.243930878,0.137438745,8,12,0,33.03421388
3792998,134924,0.276764594,0.092901634,8,12,4,18.21023441
2333579,50242,0.142531351,0.050598059,7,9,1,40.69264266
1770189,3356204,0.02066999,-0.053327229,6,5,6,20.77354836
2415774,2938938,0.280390248,0.181108854,6,10,1,46.48397296
2217349,3828170,-0.027608378,-0.005937598,6,6,2,62.16482778
3876395,261432,0.181917941,0.038610539,8,14,4,45.20873769
3838429,943436,0.332941824,0.105084116,1,13,6,38.31097376
3278990,-1774963,0.243027728,-0.003759055,5,9,5,30.37185332
5060309,2715401,0.453801117,-0.024545684,3,7,5,66.02977513
10752472,-1251669,0.343013098,-0.068676331,8,12,6,36.51671708
8448961,825163,0.141532193,0.130469787,6,5,5,84.82402798
740515,-1145953,0.223277606,0.041836963,2,2,6,18.70535479
254251,-383300,0.214315516,0.284908906,7,4,4,45.21833109
8321223,-755893,0.030138788,0.010395145,7,2,6,65.42902498
833276,-411812,0.10715213,0.015498428,5,3,6,27.57754603
2610975,-308684,0.152708691,0.040422492,8,10,2,35.7497617
1014480,-322403,-0.02434646,0.097019426,5,12,2,51.27063714
539295,1750000,0.225699216,0.047085766,1,3,0,46.98202444
5617867,-1157294,0.190111379,0.122863255,9,4,4,50.07458316
6984159,830812,0.019252732,0.011498813,4,6,4,60.88465254
1836715,2326938,0.268505544,-0.01671142,2,12,2,33.75842595
244986,-269794,0.305904729,-0.045875032,4,3,3,65.86646617
1893155,-576878,0.247244137,-0.075650192,9,10,3,9.039730911
4836993,154213,0.181111819,0.043735169,2,14,0,59.39387582
744961,2269587,0.290973058,0.058931378,4,1,3,60.64970238
3926896,791161,0.301626443,0.035799408,2,1,3,26.05953323
3219350,-296821,0.256888428,0.167038406,5,9,3,13.88854883
5834455,1225814,0.12104653,0.165962115,3,9,1,35.82098672
3684260,-1153438,0.253192092,0.056563791,2,5,0,47.26845635
1235431,1522039,0.363457678,-0.045574478,9,9,2,33.96821779
10816372,1112910,0.148404513,0.040330642,5,11,3,49.03495938
2789771,38287,0.471752721,0.038012502,5,7,5,74.87938774
3180965,-757878,0.156924288,0.034000553,1,9,6,15.43518509
1285594,-830021,0.223888842,0.031159677,6,12,1,5
2098467,1302226,0.139301728,0.034257597,7,7,3,38.75264224
1349436,2343470,0.2467925,0.052942087,1,9,6,27.75696563
2749841,-455961,0.010933397,0.035512123,9,2,6,31.35433147
18105177,1187580,0.154474984,0.094582576,8,11,1,62.80443669
829102,-2630540,0.088945456,0.10522581,8,11,0,37.82890615
651113,-376926,0.236240602,0.016254844,7,8,5,39.47808243
14234374,453411,0.339333685,0.168974573,5,7,5,32.1376442
2651606,-864525,0.297520742,0.011395639,3,6,5,39.30157896
1674336,-904759,-0.064599123,-0.033246043,9,5,3,44.83302632
9247878,-501669,0.465048358,0.106654465,7,4,1,90.12258759
1784028,938289,0.255433593,0.022781431,8,7,5,45.03383471
20297529,219006,0.126820103,0.102490403,6,3,6,60.92851304
6439270,-2857346,0.23885535,-0.088256802,5,8,6,43.35519253
2006873,-2681050,0.241142779,0.177471916,8,2,4,5
28269900,-410297,0.139978154,0.127060539,3,1,4,29.79270699
1783851,1186529,0.24375,-0.025033358,7,11,1,45.02039292
6866021,-3621257,0.147103325,-0.023514399,2,2,3,53.02146179
4409591,-249595,0.171476561,0.197058613,3,9,3,43.78411465
12015899,-289371,0.137646504,0.028383407,2,5,0,56.5663252
15580196,2582506,0.048079445,0.021607061,5,11,0,13.72027363
3375331,-77532,0.237500376,-0.078623647,7,8,5,40.87826456
1538905,1074483,0.290235932,0.055445526,1,3,2,63.90333462
5178221,711885,0.281786032,0.064059627,9,7,6,22.51192005
1659927,-2695849,0.31839103,0.130084517,1,2,0,60.17064578
24480495,1652310,0.258920825,-0.01793549,1,8,3,59.24033427
3747259,823094,0.15607294,-0.026420075,8,14,6,17.73355625
2268611,1262402,0.320759664,0.111567384,6,7,2,46.0818141
3932084,6389356,0.057097895,0.150471105,6,12,0,42.85865185
849899,-2626169,0.111919434,-0.029980665,9,5,1,36.82547152
1237230,3087044,0.104295991,0.155705986,4,12,4,12.515994
10858013,68828,0.349606727,0.082627929,8,11,0,35.26492475
1694851,930993,0.333134622,0.156426374,4,4,0,37.18667439
1147491,431731,0.278476628,0.075084575,2,1,1,9.430576856
5590910,-136354,0.348631584,-0.096559454,8,5,3,16.50727053
10699463,-354749,0.114486066,0.069362283,7,12,5,23.31408292
6708951,994263,0.261831414,0.154210067,4,9,1,21.13093183
8851059,-1775760,0.204979069,0.017437779,9,10,5,45.87286668
1533717,1625868,0.321625852,0.052842452,9,4,0,56.40718948
788737,-124291,0.206173092,0.067670655,8,13,3,34.41022336
14670271,-1195104,0.173806853,-0.122965972,1,9,2,53.79321222
2367440,-175019,0.284909022,0.19699433,7,12,0,57.14479229
2543793,2385723,0.3251403,0.016903702,5,2,1,38.46472703
12337995,-303002,0.139798577,0.11540148,7,4,2,47.34478738
5701443,1037680,0.212670919,0.07393092,9,9,4,35.97978715
5157114,-596434,0.092987124,0.168033334,2,4,2,19.78906442
28488251,1636882,-0.079767322,0.108423929,4,5,1,26.55832987
1717674,1528261,0.244055156,0.063555301,4,11,6,45.87066689
8267478,3272913,0.293068643,0.017453944,2,8,2,37.81606829
3460809,236654,0.251448017,0.135849549,3,1,1,53.26911424
4276272,1502982,-0.013947406,-0.051140891,8,1,6,6.034232672
15073795,647101,0.177898068,0.125212329,9,9,0,10.36171182
5432096,2443807,-0.046201731,0.003066867,6,9,6,12.49195264
5600105,-578248,0.384364133,0.167659856,2,4,3,42.99975726
9554352,1617507,0.08967345,0.091290968,2,13,4,15.19414423
2269448,207954,0.370648433,0.125088664,7,2,6,45.76232497
1412385,403717,0.333504357,0.085739217,8,13,3,53.55417858
1149906,637628,0.111929158,-0.042666397,8,9,3,67.29249592
457550,878360,0.084065806,0.019748959,6,14,3,65.30633593
25551514,325656,0.262044426,0.127067254,8,4,6,27.48244622
1084675,822069,0.118681116,0.091665907,1,6,1,9.946516126
2620161,2867177,0.232298157,0.162669293,9,12,1,28.62504403
2478556,1978174,0.162060689,0.108229219,1,1,4,57.58304344
4445516,1803731,0.00626099,0.012330868,3,12,1,32.98557876
7390731,-183309,-0.047656162,0.02427551,9,9,5,39.56222938
7728872,-833861,0.24720211,0.087204217,5,5,1,29.9711066
1824693,1932950,0.15261307,-0.081983085,9,3,1,68.46164977
2765904,1814070,0.153629222,0.197140932,9,4,1,21.73970623
4336507,2709006,0.303503661,0.110922272,6,1,0,41.20177972
2549247,-405970,0.360813073,0.165892422,1,14,4,59.9482941
16310923,155677,0.187294633,-0.030642276,7,9,5,73.14789058
5341275,-1959226,0.179128155,0.167119561,6,14,1,27.49356217
6816643,-88706,0.280017164,0.236204924,9,8,4,57.29450559
6343119,1994855,0.057167732,-0.012461485,7,4,2,28.61923012
10569402,-199743,0.246778367,0.133998126,4,2,0,64.78887763
3917724,1460719,0.286226317,0.080077696,7,14,6,71.13040693
893738,214245,0.301627625,-0.028110369,2,9,1,23.98729183
4875279,986085,-0.012410324,0.114501878,6,4,5,51.76234316
1704262,-1221537,0.128637368,0.138352224,6,9,0,60.0391575
1926823,627814,0.11460841,0.037921141,2,10,5,34.70318702
5875866,-3986703,0.231986435,0.161614156,4,3,6,49.85885992
11277081,219655,0.27768935,-0.036673438,8,7,6,50.80031069
3339299,-1945709,0.399605249,-0.02463293,8,7,0,76.17370244
4451862,2308991,0.160604142,0.089561818,8,10,2,5
17934108,1666111,0.1602913,0.081776969,8,13,4,38.99355696
4158866,1200006,0.357960642,0.029839856,1,4,0,17.49543877
44087335,2781509,0.255589233,0.136671611,2,2,3,40.2483654
5754597,-923374,0.372118181,0.117162602,4,11,6,25.90855595
561988,3121044,0.25464736,0.140069735,9,9,2,35.41149005
6943674,1898287,0.081146006,0.07138045,3,4,6,24.2653479
4785774,145167,0.060024597,0.122180619,6,8,3,42.79661416
11872706,2203430,0.03381853,0.048804479,7,14,2,59.33009506
6408791,-1159440,0.29944622,0.223767308,8,2,6,33.29077383
2846338,-736771,0.362631619,0.023121796,7,8,3,65.7511997
960973,-412884,0.441923457,0.22737082,3,11,3,58.79122254
2652403,-293466,0.32117264,0.082442156,6,10,6,76.61324234
1396499,-1084836,0.359540629,-0.016285762,5,5,6,47.40442622
1829359,2334624,0.15039804,0.175765555,4,7,5,38.89040725
5888891,111718,0.081230102,0.088813097,1,7,0,11.46573046
17363910,1028757,0.32200952,0.139578687,7,12,0,25.92963181
4850884,-355527,0.27012169,0.165669914,8,9,2,36.25774619
988671,-2230904,0.232893325,0.103656889,2,3,4,38.38887344
5099243,905086,0.266484578,0.038543141,7,10,6,82.27700324
10817021,-2368382,0.258782258,0.148299936,6,4,5,36.27441793
1776609,397048,0.374058023,0.080052886,5,10,0,8.169640793
2859001,-1552472,0.37539827,0.128010047,4,4,0,51.96226642
3317387,3480913,0.285306442,-0.07076114,2,13,5,50.91696832
1491214,1867044,0.321496345,0.11128872,6,10,1,31.73926532
6251177,658630,0.281687506,0.035298992,5,5,5,78.29806824
2896610,2395560,0.164659632,0.195731675,2,14,0,5.860821015
4972993,-769473,0.310787761,0.123616114,7,6,4,62.49022779
1345811,1315219,0.052660592,0.096790042,6,3,1,34.76025933
2110724,799715,0.346466986,0.1140417,9,13,3,22.89247999
6731990,896030,0.076657247,0.01010914,5,4,5,83.207169
2251634,2408530,0.254296394,0.193627968,9,3,3,53.26054115
18383495,1598738,0.118581525,0.219395929,9,2,1,34.6281037
2192085,933085,0.286406678,0.107503946,1,10,1,34.2622536
4092574,-1982331,0.215928973,0.19132825,5,12,1,44.95753904
8306848,-940069,0.028629285,0.040159626,9,9,2,31.68465671
791459,315936,0.270483956,0.02420205,7,1,5,63.39295344
561962,640058,0.150649507,0.082864732,6,2,6,41.57833708
710940,-1195305,0.325737606,0.110445873,6,8,4,58.31616013
11554483,4117515,0.220159083,0.052420932,7,7,4,43.74267421
1882557,2774591,0.267450518,0.117643773,1,12,3,55.65702999
42211332,1403177,0.105091725,0.101447264,4,1,3,64.21917553
1859377,608055,0.149280132,0.010118526,1,5,6,70.25673698
3931577,181686,0.164963364,0.116315511,6,10,3,48.83704038
15280834,-927877,0.322804298,0.140446977,4,6,5,24.40215246
24302575,616220,0.421285251,0.092002852,1,5,0,36.89351918
25687205,886628,0.12337939,0.160685367,9,4,3,39.52951835
10944703,-1362640,0.349221777,-0.005218266,4,14,1,29.68224091
9102526,1001264,-0.04036129,0.11275653,6,13,3,26.67722399
5912190,267111,0.076697272,-0.001919649,7,1,1,43.14101025
